paper_id,title,pmid,doi,collection_route,year,paper_status,dataset_scan_status,resource_scan_status
pmid-39395413,Genome integrity sensing by the broad-spectrum Hachiman antiphage defense complex.,39395413,10.1016/j.cell.2024.09.020,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-39198650,Tuberculosis in otherwise healthy adults with inherited TNF deficiency.,39198650,10.1038/s41586-024-07866-3,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-39198643,Fibrin drives thromboinflammation and neuropathology in COVID-19.,39198643,10.1038/s41586-024-07873-4,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-39197447,Animal and bacterial viruses share conserved mechanisms of immune evasion.,39197447,10.1016/j.cell.2024.07.057,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-39187718,Birth of protein folds and functions in the virome.,39187718,10.1038/s41586-024-07809-y,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-39131396,CRISPR-Cas12a bends DNA to destabilize base pairs during target interrogation.,39131396,10.1101/2024.07.31.606079,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-39024454,Multiscale photocatalytic proximity labeling reveals cell surface neighbors on and between cells.,39024454,10.1126/science.adl5763,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-38961189,NF-κB inhibitor alpha controls SARS-CoV-2 infection in ACE2-overexpressing human airway organoids.,38961189,10.1038/s41598-024-66003-2,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-38836816,Human Alveolar and Monocyte-Derived Human Macrophage Responses to Mycobacterium tuberculosis.,38836816,10.4049/jimmunol.2300885,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-38800652,Mapping Differential Protein-Protein Interaction Networks using Affinity Purification Mass Spectrometry.,38800652,,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-38781968,Rapid DNA unwinding accelerates genome editing by engineered CRISPR-Cas9.,38781968,10.1016/j.cell.2024.04.031,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-38617247,RNA language models predict mutations that improve RNA function.,38617247,10.1101/2024.04.05.588317,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-38587193,Assembly of SARS-CoV-2 nucleocapsid protein with nucleic acid.,38587193,10.1093/nar/gkae256,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-38464307,Hachiman is a genome integrity sensor.,38464307,10.1101/2024.02.29.582594,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-38308100,Author Correction: Autophagy restricts Mycobacterium tuberculosis during acute infection in mice.,38308100,10.1038/s41564-024-01605-0,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-38117589,Cross-family small GTPase ubiquitination by the intracellular pathogen Legionella pneumophila.,38117589,10.1091/mbc.E23-06-0260,hpmi_grant_query,2024,metadata_ingested,pending,pending
pmid-38045338,Assembly reactions of SARS-CoV-2 nucleocapsid protein with nucleic acid.,38045338,10.1101/2023.11.22.568361,hpmi_grant_query,2023,metadata_ingested,pending,pending
pmid-37869789,Previous exposure to Spike-providing parental strains confers neutralizing immunity to XBB lineage and other SARS-CoV-2 recombinants in the context of vaccination.,37869789,10.1080/22221751.2023.2270071,hpmi_grant_query,2023,metadata_ingested,pending,pending
pmid-37857833,A Legionella toxin exhibits tRNA mimicry and glycosyl transferase activity to target the translation machinery and trigger a ribotoxic stress response.,37857833,10.1038/s41556-023-01248-z,hpmi_grant_query,2023,metadata_ingested,pending,pending
pmid-37758692,Proteomic and genetic analyses of influenza A viruses identify pan-viral host targets.,37758692,10.1038/s41467-023-41442-z,hpmi_grant_query,2023,metadata_ingested,pending,pending
pmid-37738983,Impact of SARS-CoV-2 ORF6 and its variant polymorphisms on host responses and viral pathogenesis.,37738983,10.1016/j.chom.2023.08.003,hpmi_grant_query,2023,metadata_ingested,pending,pending
pmid-37738970,SARS-CoV-2 variants evolve convergent strategies to remodel the host response.,37738970,10.1016/j.cell.2023.08.026,hpmi_grant_query,2023,metadata_ingested,pending,pending
pmid-37651466,A single inactivating amino acid change in the SARS-CoV-2 NSP3 Mac1 domain attenuates viral replication in vivo.,37651466,10.1371/journal.ppat.1011614,hpmi_grant_query,2023,metadata_ingested,pending,pending
pmid-37577546,Cross-family small GTPase ubiquitination by the intracellular pathogen Legionella pneumophila.,37577546,10.1101/2023.08.03.551750,hpmi_grant_query,2023,metadata_ingested,pending,pending
pmid-37352334,"Deficiency in Galectin-3, -8, and -9 impairs immunity to chronic Mycobacterium tuberculosis infection but not acute infection with multiple intracellular pathogens.",37352334,10.1371/journal.ppat.1011088,hpmi_grant_query,2023,metadata_ingested,pending,pending
pmid-37213254,Current proteomics methods applicable to dissecting the DNA damage response.,37213254,10.1093/narcan/zcad020,hpmi_grant_query,2023,metadata_ingested,pending,pending
pmid-37037941,Autophagy restricts Mycobacterium tuberculosis during acute infection in mice.,37037941,10.1038/s41564-023-01354-6,hpmi_grant_query,2023,metadata_ingested,pending,pending
pmid-36782050,Structure and dynamics of the essential endogenous mycobacterial polyketide synthase Pks13.,36782050,10.1038/s41594-022-00918-0,hpmi_grant_query,2023,metadata_ingested,pending,pending
pmid-35298864,Integrative structure determination of histones H3 and H4 using genetic interactions.,35298864,10.1111/febs.16435,hpmi_grant_query,2023,metadata_ingested,pending,pending
pmid-36075902,Structure-function analysis of enterovirus protease 2A in complex with its essential host factor SETD3.,36075902,10.1038/s41467-022-32758-3,hpmi_grant_query,2022,metadata_ingested,pending,pending
pmid-35982664,NF-κB inhibitor alpha has a cross-variant role during SARS-CoV-2 infection in ACE2-overexpressing human airway organoids.,35982664,10.1101/2022.08.02.502100,hpmi_grant_query,2022,metadata_ingested,pending,pending
pmid-35877763,IFN-γ-independent control of M. tuberculosis requires CD4 T cell-derived GM-CSF and activation of HIF-1α.,35877763,10.1371/journal.ppat.1010721,hpmi_grant_query,2022,metadata_ingested,pending,pending
pmid-35417684,Global post-translational modification profiling of HIV-1-infected cells reveals mechanisms of host cellular pathway remodeling.,35417684,10.1016/j.celrep.2022.110690,hpmi_grant_query,2022,metadata_ingested,pending,pending
pmid-35337019,A BioID-Derived Proximity Interactome for SARS-CoV-2 Proteins.,35337019,10.3390/v14030611,hpmi_grant_query,2022,metadata_ingested,pending,pending
pmid-35150638,Mutations in SARS-CoV-2 variants of concern link to increased spike cleavage and virus transmission.,35150638,10.1016/j.chom.2022.01.006,hpmi_grant_query,2022,metadata_ingested,pending,pending
pmid-35149213,Integration of software tools for integrative modeling of biomolecular systems.,35149213,10.1016/j.jsb.2022.107841,hpmi_grant_query,2022,metadata_ingested,pending,pending
pmid-35017099,Comparative Analysis of T-Cell Spatial Proteomics and the Influence of HIV Expression.,35017099,10.1016/j.mcpro.2022.100194,hpmi_grant_query,2022,metadata_ingested,pending,pending
pmid-35013567,From systems to structure - using genetic data to model protein structures.,35013567,10.1038/s41576-021-00441-w,hpmi_grant_query,2022,metadata_ingested,pending,pending
pmid-35012962,Preclinical and randomized phase I studies of plitidepsin in adults hospitalized with COVID-19.,35012962,10.26508/lsa.202101200,hpmi_grant_query,2022,metadata_ingested,pending,pending
pmid-34942634,Evolution of enhanced innate immune evasion by SARS-CoV-2.,34942634,10.1038/s41586-021-04352-y,hpmi_grant_query,2022,metadata_ingested,pending,pending
pmid-34556855,Restriction factor compendium for influenza A virus reveals a mechanism for evasion of autophagy.,34556855,10.1038/s41564-021-00964-2,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-34519533,Target Discovery for Host-Directed Antiviral Therapies: Application of Proteomics Approaches.,34519533,10.1128/mSystems.00388-21,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-34453000,Bayesian metamodeling of complex biological systems across varying representations.,34453000,10.1073/pnas.2104559118,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-34389466,Characterization of an A3G-Vif(HIV-1)-CRL5-CBFβ Structure Using a Cross-linking Mass Spectrometry Pipeline for Integrative Modeling of Host-Pathogen Complexes.,34389466,10.1016/j.mcpro.2021.100132,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-34326236,Drug-induced phospholipidosis confounds drug repurposing for SARS-CoV-2.,34326236,10.1126/science.abi4708,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-34225486,Galectin-8 Senses Phagosomal Damage and Recruits Selective Autophagy Adapter TAX1BP1 To Control Mycobacterium tuberculosis Infection in Macrophages.,34225486,10.1128/mBio.01871-20,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-34171302,"An ancient viral epidemic involving host coronavirus interacting genes more than 20,000 years ago in East Asia.",34171302,10.1016/j.cub.2021.05.067,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-34127972,Evolution of enhanced innate immune evasion by the SARS-CoV-2 B.1.1.7 UK variant.,34127972,10.1101/2021.06.06.446826,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-34031651,"CryoEM and AI reveal a structure of SARS-CoV-2 Nsp2, a multifunctional protein involved in key host processes.",34031651,10.21203/rs.3.rs-515215/v1,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-34013269,"CryoEM and AI reveal a structure of SARS-CoV-2 Nsp2, a multifunctional protein involved in key host processes.",34013269,10.1101/2021.05.10.443524,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33979618,Efficient generation of isogenic primary human myeloid cells using CRISPR-Cas9 ribonucleoproteins.,33979618,10.1016/j.celrep.2021.109105,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33957123,From integrative structural biology to cell biology.,33957123,10.1016/j.jbc.2021.100743,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33930332,Functional landscape of SARS-CoV-2 cellular restriction.,33930332,10.1016/j.molcel.2021.04.008,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33853786,Fragment binding to the Nsp3 macrodomain of SARS-CoV-2 identified through crystallographic screening and computational docking.,33853786,10.1126/sciadv.abf8711,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33791693,Phospholipidosis is a shared mechanism underlying the in vitro antiviral activity of many repurposed drugs against SARS-CoV-2.,33791693,10.1101/2021.03.23.436648,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33765441,Creating collaboration by breaking down scientific barriers.,33765441,10.1016/j.cell.2021.02.022,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33501437,Host-directed therapies against early-lineage SARS-CoV-2 retain efficacy against B.1.1.7 variant.,33501437,10.1101/2021.01.24.427991,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33495306,Plitidepsin has potent preclinical efficacy against SARS-CoV-2 by targeting the host protein eEF1A.,33495306,10.1126/science.abf4058,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33464917,Proteomic Approaches to Study SARS-CoV-2 Biology and COVID-19 Pathology.,33464917,10.1021/acs.jproteome.0c00764,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33434350,Mass spectrometry-based protein-protein interaction networks for the study of human diseases.,33434350,10.15252/msb.20188792,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33333024,Genetic Screens Identify Host Factors for SARS-CoV-2 and Common Cold Coronaviruses.,33333024,10.1016/j.cell.2020.12.004,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33328654,Controlling and enhancing CRISPR systems.,33328654,10.1038/s41589-020-00700-7,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33082574,Bi-paratopic and multivalent VH domains block ACE2 binding and neutralize SARS-CoV-2.,33082574,10.1038/s41589-020-00679-1,hpmi_grant_query,2021,metadata_ingested,pending,pending
pmid-33303586,Genetic interaction mapping informs integrative structure determination of protein complexes.,33303586,10.1126/science.aaz4910,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-33154106,An ultrapotent synthetic nanobody neutralizes SARS-CoV-2 by stabilizing inactive Spike.,33154106,10.1126/science.abe3255,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-33097660,SARS-CoV-2 Orf6 hijacks Nup98 to block STAT nuclear import and antagonize interferon signaling.,33097660,10.1073/pnas.2016650117,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-33060197,Comparative host-coronavirus protein interaction networks reveal pan-viral disease mechanisms.,33060197,10.1126/science.abe9403,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-32995787,Functional genomic screens identify human host factors for SARS-CoV-2 and common cold coronaviruses.,32995787,10.1101/2020.09.24.312298,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-32913054,General and robust covalently linked graphene oxide affinity grids for high-resolution cryo-EM.,32913054,10.1073/pnas.2009707117,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-32855547,Evaluation of SARS-CoV-2 serology assays reveals a range of test performance.,32855547,10.1038/s41587-020-0659-0,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-32785687,Crippling life support for SARS-CoV-2 and other viruses through synthetic lethality.,32785687,10.1083/jcb.202006159,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-32763915,A molecular pore spans the double membrane of the coronavirus replication organelle.,32763915,10.1126/science.abd3629,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-32719457,Structural basis of CD4 downregulation by HIV-1 Nef.,32719457,10.1038/s41594-020-0463-z,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-32645325,The Global Phosphorylation Landscape of SARS-CoV-2 Infection.,32645325,10.1016/j.cell.2020.06.034,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-32511329,A SARS-CoV-2-Human Protein-Protein Interaction Map Reveals Drug Targets and Potential Drug-Repurposing.,32511329,10.1101/2020.03.22.002386,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-32444466,The Landscape of Human Cancer Proteins Targeted by SARS-CoV-2.,32444466,10.1158/2159-8290.CD-20-0559,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-32353859,A SARS-CoV-2 protein interaction map reveals targets for drug repurposing.,32353859,10.1038/s41586-020-2286-9,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-32084337,A Quantitative Genetic Interaction Map of HIV Infection.,32084337,10.1016/j.molcel.2020.02.004,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-32060427,A systems approach to infectious disease.,32060427,10.1038/s41576-020-0212-5,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-31951200,Dynamic post-translational modification profiling of Mycobacterium tuberculosis-infected primary macrophages.,31951200,10.7554/eLife.51461,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-31866389,Amino and PEG-amino graphene oxide grids enrich and protect samples for high-resolution single particle cryo-electron microscopy.,31866389,10.1016/j.jsb.2019.107437,hpmi_grant_query,2020,metadata_ingested,pending,pending
pmid-31886769,The structure of the endogenous ESX-3 secretion system.,31886769,10.7554/eLife.52983,hpmi_grant_query,2019,metadata_ingested,pending,pending
pmid-31546247,Release from UNC93B1 reinforces the compartmentalized activation of select TLRs.,31546247,10.1038/s41586-019-1611-7,hpmi_grant_query,2019,metadata_ingested,pending,pending
pmid-31546246,UNC93B1 recruits syntenin-1 to dampen TLR7 signalling and prevent autoimmunity.,31546246,10.1038/s41586-019-1612-6,hpmi_grant_query,2019,metadata_ingested,pending,pending
pmid-31540829,Systematic Identification of Host Cell Regulators of Legionella pneumophila Pathogenesis Using a Genome-wide CRISPR Screen.,31540829,10.1016/j.chom.2019.08.017,hpmi_grant_query,2019,metadata_ingested,pending,pending
pmid-31359007,Large dataset enables prediction of repair after CRISPR-Cas9 editing in primary T cells.,31359007,10.1038/s41587-019-0203-2,hpmi_grant_query,2019,metadata_ingested,pending,pending
pmid-31253590,ARIH2 Is a Vif-Dependent Regulator of CUL5-Mediated APOBEC3G Degradation in HIV Infection.,31253590,10.1016/j.chom.2019.05.008,hpmi_grant_query,2019,metadata_ingested,pending,pending
pmid-31239378,Two Accessory Proteins Govern MmpL3 Mycolic Acid Transport in Mycobacteria.,31239378,10.1128/mBio.00850-19,hpmi_grant_query,2019,metadata_ingested,pending,pending
pmid-31204998,Cas9(+) conditionally-immortalized macrophages as a tool for bacterial pathogenesis and beyond.,31204998,10.7554/eLife.45957,hpmi_grant_query,2019,metadata_ingested,pending,pending
pmid-30878356,DDOT: A Swiss Army Knife for Investigating Data-Driven Biological Ontologies.,30878356,10.1016/j.cels.2019.02.003,hpmi_grant_query,2019,metadata_ingested,pending,pending
pmid-30833725,Identification of antiviral roles for the exon-junction complex and nonsense-mediated decay in flaviviral infection.,30833725,10.1038/s41564-019-0375-z,hpmi_grant_query,2019,metadata_ingested,pending,pending
pmid-30550790,Comparative Flavivirus-Host Protein Interaction Mapping Reveals Mechanisms of Dengue and Zika Virus Pathogenesis.,30550790,10.1016/j.cell.2018.11.028,hpmi_grant_query,2018,metadata_ingested,pending,pending
pmid-30550789,Protein Interaction Mapping Identifies RBBP6 as a Negative Regulator of Ebola Virus Replication.,30550789,10.1016/j.cell.2018.08.044,hpmi_grant_query,2018,metadata_ingested,pending,pending
pmid-30174294,Mycobacterial Mutagenesis and Drug Resistance Are Controlled by Phosphorylation- and Cardiolipin-Mediated Inhibition of the RecA Coprotease.,30174294,10.1016/j.molcel.2018.07.037,hpmi_grant_query,2018,metadata_ingested,pending,pending
pmid-30017701,A simple and robust procedure for preparing graphene-oxide cryo-EM grids.,30017701,10.1016/j.jsb.2018.07.007,hpmi_grant_query,2018,metadata_ingested,pending,pending
